movie_id,title,genres,description
652,Scream 2,Horror Mystery,"The killings continue as survivors head to college."
653,Scream 3,Horror Mystery,"A Hollywood movie set becomes the new killing ground."
654,Scream 4,Horror Mystery,"New rules and new victims emerge in a rebooted killing spree."
655,Scream (2022),Horror Mystery,"Ghostface returns with a new generation of victims."
656,Scream VI,Horror Mystery,"Survivors face Ghostface in New York City."

657,Final Destination,Horror Thriller,"A teen foresees disaster and death begins stalking survivors."
658,Final Destination 2,Horror Thriller,"A highway crash triggers another sequence of death."
659,Final Destination 3,Horror Thriller,"A roller-coaster premonition leads to gruesome fates."
660,The Final Destination,Horror Thriller,"Survivors of a stadium disaster are hunted once more."
661,Final Destination 5,Horror Thriller,"A bridge collapse vision restarts the cycle of inevitable death."

662,The Ring (American),Horror Mystery,"A cursed videotape kills viewers in seven days."
663,The Ring Two,Horror Mystery,"The deadly curse returns and spreads further."
664,Rings,Horror Mystery,"A new generation discovers the cursed video."

665,Paranormal Activity,Horror Found Footage,"A camera captures escalating supernatural events."
666,Paranormal Activity 2,Horror Found Footage,"A family installs security cameras and uncovers dark forces."
667,Paranormal Activity 3,Horror Found Footage,"Flashback footage reveals origins of the haunting."
668,Paranormal Activity 4,Horror Found Footage,"A new family becomes part of the haunting."
669,Paranormal Activity: The Marked Ones,Horror Supernatural,"A curse spreads to new victims with deadly consequences."
670,Paranormal Activity: The Ghost Dimension,Horror Supernatural,"The final reveal exposes the demon manipulating events."

671,Saw,Crime Horror,"Two men awaken trapped and forced to play a deadly game."
672,Saw II,Horror Thriller,"A group is trapped in a booby-trapped house."
673,Saw III,Horror Thriller,"Jigsaw’s apprentices continue his philosophy of survival."
674,Saw IV,Horror Mystery,"As events unwind, new hidden helpers are revealed."
675,Saw V,Horror Thriller,"A new killer tests a group with cruel moral traps."
676,Saw VI,Horror Mystery,"Corrupt corporations face brutal consequences."
677,Saw 3D: The Final Chapter,Horror Mystery,"The long-running trap series reaches its explosive conclusion."
678,Jigsaw,Horror Mystery,"A new game begins—years after Jigsaw’s death."
679,Spiral: From the Book of Saw,Horror Thriller,"A detective hunts a copycat killer mimicking Jigsaw’s methods."

680,The Texas Chainsaw Massacre,Horror Slasher,"A group encounters a chainsaw-wielding killer and cannibal family."
681,The Texas Chainsaw Massacre 2,Horror Comedy,"The horror returns in a bizarre twisted follow-up."
682,Leatherface: Texas Chainsaw Massacre III,Horror Slasher,"A new group faces the sadistic killers in Texas."
683,Texas Chainsaw Massacre: The Next Generation,Horror Thriller,"A reboot introduces new terrifying family members."
684,The Texas Chainsaw Massacre (2003),Horror Reboot,"A modern retelling with intense brutality."
685,The Texas Chainsaw Massacre: The Beginning,Horror Prequel,"The origins of Leatherface and his family are revealed."
686,Texas Chainsaw 3D,Horror Reboot,"A direct sequel to the 1974 original continues the story."
687,Leatherface,Horror Prequel,"A twisted journey reveals the making of the killer."
688,Texas Chainsaw Massacre (2022),Horror Slasher,"Leatherface returns decades later to hunt new victims."

689,Halloween,Horror Classic,"A masked killer stalks babysitters on Halloween night."
690,Halloween II,Horror Slasher,"Laurie’s battle continues in the hospital."
691,Halloween 4: The Return of Michael Myers,Horror Slasher,"Michael awakens and hunts again."
692,Halloween 5: The Revenge of Michael Myers,Horror Thriller,"The killing escalates as supernatural bonds emerge."
693,Halloween: The Curse of Michael Myers,Horror Mystery,"A cult connection to Michael is revealed."
694,Halloween H20,Horror Thriller,"Laurie returns to face her trauma."
695,Halloween Resurrection,Horror Slasher,"A reality show inside Michael’s house goes wrong."
696,Halloween (2018),Horror Reboot,"A direct sequel erases previous films."
697,Halloween Kills,Horror Slasher,"The town fights back against unstoppable evil."
698,Halloween Ends,Horror Thriller,"The final confrontation between Laurie and Michael."

699,The Hills Have Eyes,Horror Survival,"A family stranded in the desert faces cannibal attackers."
700,The Hills Have Eyes II,Horror Survival,"Soldiers encounter the mutated killers in the desert tunnels."

701,Insidious,Horror Supernatural,"A family faces a terrifying dimension known as the Further."
702,Insidious: Chapter 2,Horror Mystery,"The haunting continues as dark secrets surface."
703,Insidious: Chapter 3,Horror Prequel,"A psychic helps a teen haunted by a demon."
704,Insidious: The Last Key,Horror Supernatural,"Elise confronts demons inside her childhood home."
705,Insidious: The Red Door,Horror Mystery,"The original characters face unresolved horrors."

706,The Grudge (American),Horror Supernatural,"A curse follows anyone who enters a haunted house."
707,The Grudge 2,Horror Mystery,"The curse spreads globally."
708,The Grudge 3,Horror Supernatural,"The final chapter attempts to stop the curse forever."
709,The Grudge (2020),Horror Reboot,"A modern re-imagining linking multiple haunted individuals."

710,Child’s Play,Horror Slasher,"A possessed doll begins a killing spree."
711,Child’s Play 2,Horror Slasher,"Chucky returns for revenge."
712,Child’s Play 3,Horror Slasher,"The possessed doll hunts once more, even in military school."
713,Bride of Chucky,Horror Comedy,"Chucky finds love—and chaos multiplies."
714,Seed of Chucky,Horror Dark Comedy,"Chucky and Tiffany deal with raising a killer child."
715,Curse of Chucky,Horror Mystery,"Chucky returns for a darker reboot-style story."
716,Cult of Chucky,Horror Supernatural,"Multiple possessed dolls escalate terror inside a hospital."
717,Child’s Play (2019),Horror Sci-Fi,"A modern AI reboot gives Chucky new capabilities."
718,This Is It,Music Documentary,"Behind-the-scenes rehearsal footage of Michael Jackson preparing for his comeback concerts in London."
719,Godzilla (2014),Action Sci-Fi,"A massive ancient creature awakens and threatens humanity."
720,Godzilla: King of the Monsters,Action Sci-Fi,"Titans return and battle for dominance over Earth."
721,Godzilla vs. Kong,Action Sci-Fi,"Two legendary titans clash while a greater threat emerges."
722,Godzilla Minus One,Action Drama,"A war-torn Japan faces a terrifying monster in its darkest hour."
723,Star Trek: The Motion Picture,Sci-Fi Adventure,"The crew returns to confront a mysterious cosmic anomaly."
724,Star Trek II: The Wrath of Khan,Sci-Fi Action,"Khan seeks vengeance against Admiral Kirk."
725,Star Trek III: The Search for Spock,Sci-Fi Drama,"Kirk risks everything to save his fallen friend."
726,Star Trek IV: The Voyage Home,Sci-Fi Comedy,"Time travel offers a humorous mission to save whales."
727,Star Trek V: The Final Frontier,Sci-Fi Adventure,"A quest for God leads to danger and betrayal."
728,Star Trek VI: The Undiscovered Country,Sci-Fi Thriller,"A conspiracy threatens peace between the Federation and Klingons."
729,Star Trek Generations,Sci-Fi Adventure,"Two captains battle across time against a destructive force."
730,Star Trek: First Contact,Sci-Fi Action,"The Borg threaten humanity's future by altering its history."
731,Star Trek: Insurrection,Sci-Fi Drama,"The crew challenges unethical Federation orders."
732,Star Trek: Nemesis,Sci-Fi Action,"Picard faces a dark reflection of himself."
733,Star Trek (2009),Sci-Fi Reboot,"A new timeline begins with fresh versions of iconic characters."
734,Star Trek Into Darkness,Sci-Fi Action,"The crew confronts a dangerous and mysterious new enemy."
735,Star Trek Beyond,Sci-Fi Adventure,"Exploration leads to deadly new foes and lost civilizations."
736,Resident Evil,Action Horror,"A deadly virus outbreak releases mutated creatures."
737,Resident Evil: Apocalypse,Action Horror,"Survivors escape Raccoon City while facing bio-engineered threats."
738,Resident Evil: Extinction,Action Sci-Fi,"A desert wasteland hides new zombie evolutions."
739,Resident Evil: Afterlife,Action Sci-Fi,"Alice and survivors fight Umbrella’s forces."
740,Resident Evil: Retribution,Action Sci-Fi,"Alice uncovers deeper conspiracies inside Umbrella facilities."
741,Resident Evil: The Final Chapter,Action Horror,"The war with Umbrella enters its final battle."
742,Resident Evil: Welcome to Raccoon City,Horror Survival,"A reboot retelling the first two game stories."
743,Mortal Kombat (1995),Action Fantasy,"Earth's warriors fight for survival in a brutal tournament."
744,Mortal Kombat: Annihilation,Action Fantasy,"A new invasion threatens Earthrealm."
745,Mortal Kombat (2021),Action Fantasy,"A reboot introduces champions destined to fight in Mortal Kombat."
746,Doom,Action Sci-Fi,"A Mars research facility unleashes monsters."
747,Hitman,Action Crime,"A silent assassin becomes hunted while on assignment."
748,Hitman: Agent 47,Action Thriller,"A genetically enhanced assassin protects a mysterious woman."
749,Lara Croft: Tomb Raider,Action Adventure,"An archaeologist races to recover mystical artifacts."
750,Lara Croft Tomb Raider: The Cradle of Life,Action Adventure,"A new deadly artifact sparks a global race."
751,Tomb Raider (2018),Action Adventure,"A reboot explores Lara's origins and her first dangerous expedition."
752,Warcraft,Fantasy Adventure,"Humans and orcs clash in a magical realm."
753,Need for Speed,Action Racing,"A racer seeks revenge through high-stakes driving."
754,Assassin's Creed,Action Sci-Fi,"A bartender relives ancestral memories through genetic technology."
755,Prince of Persia: Sands of Time,Adventure Action,"A mythical dagger controlling time sparks betrayal."
756,Alita: Battle Angel (Extended Universe Edition),Sci-Fi Action,"A mysterious cyborg girl fights for survival in a layered futuristic society."
757,Repo Men,Sci-Fi Thriller,"Artificial organ repossession becomes deadly."
758,Elysium (Extended),Sci-Fi Drama,"Class division becomes physically literal between Earth and space."
759,Pacific Rim: The Black (Movie Cut),Sci-Fi Action,"A condensed version of the animated series continuing kaiju warfare."
760,Shin Godzilla,Sci-Fi Disaster,"A reimagined vision of Japan confronting a new monster evolution."
761,Silent Hill,Horror Mystery,"A woman searches for her missing daughter in a haunted town."
762,Silent Hill: Revelation,Horror Supernatural,"Dark secrets resurface as the curse returns."
763,Uncharted (Extended Cut),Action Adventure,"A treasure hunt leads to hidden pasts and dangerous foes."
764,The Angry Birds Movie,Animation Comedy,"Birds defend their island from pigs."
765,The Angry Birds Movie 2,Animation Comedy,"The birds and pigs unite against a greater threat."
766,Rampage,Action Sci-Fi,"Genetic experiments turn animals into massive destructive creatures."
767,Detective Pikachu (final cut),Fantasy Adventure,"A unique Pikachu and a young man solve a mystery in a Pokemon world."
768,28 Days Later,Horror Thriller,"A virus outbreak unleashes rage-driven infected."
769,28 Weeks Later,Horror Thriller,"Attempts to rebuild society fail as infection returns."
770,Train to Busan,Horror Thriller,"Passengers trapped on a train face a terrifying outbreak."
771,Peninsula,Horror Action,"Survivors return to a devastated peninsula searching for hope and treasure."
772,A Bug's Life,Animation Family,"An inventive ant teams up with circus bugs to save his colony from greedy grasshoppers."
773,Toy Story,Animation Family,"A pull-string cowboy toy feels threatened by the arrival of a flashy space ranger."
774,Toy Story 2,Animation Family,"Woody is stolen by a collector and Buzz leads a rescue mission."
775,Toy Story 3,Animation Family,"The toys face an uncertain future when Andy leaves for college."
776,Toy Story 4,Animation Family,"Woody reunites with Bo Peep while helping a new toy find its place."
777,Finding Nemo,Animation Adventure,"A timid clownfish crosses the ocean to rescue his captured son."
778,Finding Dory,Animation Adventure,"Dory searches for her long-lost parents with help from old and new friends."
779,Monsters Inc,Animation Comedy,"Two monsters generate power by scaring kids until a human child enters their world."
780,Monsters University,Animation Comedy,"Mike and Sulley learn to be scarers at a competitive monster university."
781,The Incredibles,Animation Superhero,"A family of retired superheroes returns to action to stop a villain."
782,Incredibles 2,Animation Superhero,"Elastigirl fights crime publicly while Mr. Incredible handles the kids at home."
783,Brave,Animation Fantasy,"A Scottish princess defies tradition and unleashes a curse she must reverse."
784,Onward,Animation Fantasy,"Two elf brothers use magic to spend one more day with their late father."
785,Lightyear,Animation Sci-Fi,"The story of the space ranger who inspired the Buzz Lightyear toy."
786,The Good Dinosaur,Animation Adventure,"A young dinosaur befriends a human boy on a journey home."

787,Shrek the Third,Animation Comedy,"Shrek searches for a new heir while adjusting to royal life."
788,Shrek Forever After,Animation Comedy,"A wish gone wrong creates an alternate reality Shrek must fix."
789,How to Train Your Dragon,Animation Adventure,"A Viking boy befriends a dragon and changes his village forever."
790,How to Train Your Dragon 2,Animation Adventure,"Hiccup discovers new dragon riders and a powerful enemy."
791,How to Train Your Dragon: The Hidden World,Animation Adventure,"The search for a dragon utopia tests Hiccup and Toothless."
792,The Croods,Animation Family,"A caveman family leaves their cave and discovers a changing world."
793,The Croods: A New Age,Animation Family,"The Croods meet a more evolved family with very different habits."
794,Trolls,Animation Musical,"Happy trolls must rescue their friends from gloomy Bergens."
795,Trolls World Tour,Animation Musical,"Poppy discovers other troll music tribes and a looming threat."
796,Trolls Band Together,Animation Musical,"Poppy and Branch reunite a boy band from Branch's past."
797,The Boss Baby,Animation Comedy,"A baby in a suit secretly works for Baby Corp to stop puppies."
798,The Boss Baby: Family Business,Animation Comedy,"The brothers become kids again to stop a new villainous baby."
799,Rise of the Guardians,Animation Fantasy,"Legendary figures like Santa and the Easter Bunny team up to protect children."
800,The Prince of Egypt,Animation Musical,"A prince of Egypt learns his true heritage and leads his people to freedom."
801,The Road to El Dorado,Animation Comedy,"Two con men are mistaken for gods in a legendary golden city."
802,Spirit: Stallion of the Cimarron,Animation Adventure,"A wild mustang resists captivity and fights for freedom."
803,Shark Tale,Animation Comedy,"A small fish claims credit for killing a shark and becomes famous."
804,Over the Hedge,Animation Comedy,"Forest animals plan raids on a new suburban neighborhood."
805,Flushed Away,Animation Comedy,"A pampered pet rat gets flushed into a bustling sewer city."
806,Bee Movie,Animation Comedy,"A bee sues humans for exploiting honey and changes the world."
807,Monsters vs Aliens,Animation Sci-Fi,"Monsters work with the government to stop an alien invasion."
808,Turbo,Animation Family,"A garden snail gains super speed and chases his racing dreams."
809,Mr. Peabody & Sherman,Animation Adventure,"A genius dog and his boy travel through time with chaotic results."
810,Home,Animation Sci-Fi,"An alien outcast befriends a girl during an invasion of Earth."
811,Abominable,Animation Adventure,"A girl helps a young yeti return to his Himalayan home."

812,Sing 2,Animation Musical,"Buster Moon and his crew attempt a bigger show with a reclusive rock star."
813,The Secret Life of Pets 2,Animation Comedy,"Max faces new fears while his friends have wild city adventures."
814,Hop,Animation Family,"The Easter Bunny's son goes to Hollywood to pursue a drumming career."
815,The Lorax,Animation Fantasy,"A boy seeks the truth about trees in a polluted, artificial city."
816,Dr. Seuss' The Grinch,Animation Family,"A grumpy green recluse plots to steal Christmas from Whoville."
817,Migration,Animation Family,"A duck family overcomes fears to embark on a big migration journey."
818,Rio 2,Animation Musical,"Blu and Jewel visit the Amazon and meet her wild family."
819,Robots,Animation Family,"A young inventor robot travels to the city to pursue his dreams."
820,Epic,Animation Fantasy,"A teen shrinks into a forest world where tiny warriors fight evil."
821,Ferdinand,Animation Family,"A gentle bull prefers flowers to fighting in the arena."
822,Spies in Disguise,Animation Comedy,"A spy is turned into a pigeon and must still save the world."
823,Horton Hears a Who!,Animation Family,"An elephant tries to protect a tiny world on a speck of dust."
824,The Peanuts Movie,Animation Family,"Charlie Brown tries to impress a new girl while Snoopy battles his imaginary foe."
825,Smallfoot,Animation Musical,"A yeti discovers a human and questions his village's beliefs."
826,Storks,Animation Family,"Former baby-delivery birds must complete one last human baby mission."
827,Cloudy with a Chance of Meatballs 2,Animation Comedy,"Flint returns to an island where food has evolved into creatures."
828,Surf's Up,Animation Mockumentary,"A surfing penguin competes in a big wave competition."
829,Open Season,Animation Comedy,"A domesticated bear and a deer team up during hunting season."
830,Monster House,Animation Horror Comedy,"Kids discover that a creepy house is literally alive."
831,Hotel Transylvania 2,Animation Comedy,"Dracula worries that his grandson may not be a vampire."
832,Hotel Transylvania 3: Summer Vacation,Animation Comedy,"The monster gang goes on a cruise holiday with unexpected romance."
833,The Emoji Movie,Animation Comedy,"An emoji who can express multiple emotions searches for his true code."
834,Peter Rabbit,Family Comedy,"A rebellious rabbit clashes with a strict neighbor in a garden war."
835,Peter Rabbit 2: The Runaway,Family Comedy,"Peter runs away and finds new mischief in the city."
836,The Smurfs,Family Fantasy,"Tiny blue creatures accidentally travel to modern-day New York."
837,The Smurfs 2,Family Fantasy,"The Smurfs must rescue Smurfette from an evil wizard."
838,The SpongeBob SquarePants Movie,Animation Comedy,"SpongeBob and Patrick go on a quest to save King Neptune's crown."
839,The SpongeBob Movie: Sponge Out of Water,Animation Adventure,"The heroes leave the sea and become superheroes on land."
840,The SpongeBob Movie: Sponge on the Run,Animation Adventure,"SpongeBob searches for his kidnapped snail Gary."
841,The Addams Family (2019),Animation Comedy,"The spooky Addams family clashes with a conformist town."

842,Snow White and the Seven Dwarfs,Animation Fantasy,"A princess hides with seven dwarfs while fleeing her evil stepmother."
843,Pinocchio,Animation Fantasy,"A wooden puppet dreams of becoming a real boy."
844,Fantasia,Animation Musical,"Classical music comes to life through imaginative animated segments."
845,Dumbo,Animation Family,"A baby elephant with oversized ears learns to fly."
846,Bambi,Animation Drama,"A young deer grows up facing love, loss, and forest life."
847,Cinderella (Animated),Animation Fantasy,"A mistreated girl attends a royal ball thanks to a fairy godmother."
848,Alice in Wonderland (1951),Animation Fantasy,"A curious girl falls into a whimsical world of nonsense."
849,Peter Pan (Animated),Animation Fantasy,"Three children travel to Neverland with the boy who never grows up."
850,Lady and the Tramp,Animation Romance,"Two dogs from different worlds share a romantic adventure."
851,101 Dalmatians (Animated),Animation Family,"Puppies are kidnapped by a villain who wants their spotted fur."
852,The Sword in the Stone,Animation Fantasy,"A young boy meets a wizard and unknowingly trains to be king."
853,The Jungle Book (Animated),Animation Adventure,"A boy raised by wolves must decide between the jungle and humans."
854,The Aristocats,Animation Family,"Spoiled cats must find their way home with help from a streetwise tomcat."
855,Robin Hood (Animated),Animation Adventure,"Animals portray the classic tale of the heroic outlaw Robin Hood."
856,The Rescuers,Animation Adventure,"Two mice from a rescue society help a kidnapped orphan."
857,The Fox and the Hound,Animation Drama,"A fox and a hound struggle to maintain friendship as they grow up."
858,The Little Mermaid (Animated),Animation Musical,"A mermaid trades her voice for a chance at human love."
859,Beauty and the Beast (Animated),Animation Musical,"A young woman falls for a prince cursed to live as a beast."
860,Aladdin (Animated),Animation Musical,"A street thief finds a magic lamp and wishes for a better life."
861,The Lion King (Animated),Animation Drama,"A lion cub flees after tragedy and must reclaim his kingdom."
862,Pocahontas,Animation Drama,"A Native American woman meets English settlers and seeks peace."
863,The Hunchback of Notre Dame,Animation Drama,"A bell ringer longs to see the world while his master hides dark motives."
864,Hercules,Animation Comedy,"A demigod must prove himself a true hero to rejoin the gods."
865,Mulan (Animated),Animation Action,"A young woman disguises herself as a man to take her father's place in the army."
866,Tarzan (Animated),Animation Adventure,"A man raised by apes discovers other humans and his identity."
867,Lilo & Stitch,Animation Comedy,"A girl adopts an alien fugitive posing as a dog."
868,Atlantis: The Lost Empire,Animation Adventure,"Explorers search for a legendary lost underwater city."
869,Treasure Planet,Animation Sci-Fi,"A spacefaring retelling of Treasure Island with pirates and cyborgs."
870,Brother Bear,Animation Family,"A man transformed into a bear learns empathy and brotherhood."
871,Chicken Little,Animation Comedy,"A small chicken tries to redeem himself after warning of falling sky."
872,Meet the Robinsons,Animation Sci-Fi,"An orphan meets a strange future family through time travel."
873,Bolt (Animated),Animation Comedy,"A TV star dog thinks his powers are real until he gets lost."
874,The Princess and the Frog,Animation Musical,"A hardworking waitress and a prince turned frog share a magical journey."
875,Tangled,Animation Musical,"Rapunzel leaves her tower with a thief to see floating lanterns."
876,Wreck-It Ralph,Animation Comedy,"A video game villain wants to be a hero and jumps between games."
877,Ralph Breaks the Internet,Animation Comedy,"Ralph and Vanellope explore the internet to save her game."
878,Frozen II,Animation Fantasy,"Elsa seeks the origin of her powers to save her kingdom."
879,Raya and the Last Dragon,Animation Fantasy,"A warrior princess searches for the last dragon to unite her land."
880,Encanto,Animation Musical,"A Colombian family blessed with magic faces a fading miracle."
881,Big Hero 6,Animation Superhero,"A young inventor and a lovable robot form a high-tech hero team."

882,Castle in the Sky,Animation Fantasy,"A girl with a mysterious crystal and a boy search for a floating island."
883,Grave of the Fireflies,Animation War,"Two siblings struggle to survive in war-torn Japan."
884,Porco Rosso,Animation Adventure,"A pilot cursed into a pig form takes daring jobs over the sea."
885,Only Yesterday,Animation Drama,"A woman recalls her childhood during a countryside escape."
886,Pom Poko,Animation Fantasy,"Shape-shifting raccoon dogs resist humans destroying their forest."
887,Whisper of the Heart,Animation Romance,"A bookish girl discovers her creative voice and first love."
888,My Neighbors the Yamadas,Animation Comedy,"Vignettes follow the humorous daily life of a Japanese family."
889,Arrietty,Animation Fantasy,"A tiny borrower girl secretly lives beneath a human house."
890,From Up on Poppy Hill,Animation Drama,"Students in 1960s Yokohama fight to save their school clubhouse."
891,The Wind Rises,Animation Biography,"A fictionalized tale of an airplane designer chasing his dreams."
892,When Marnie Was There,Animation Mystery,"A lonely girl meets a strange blonde girl in a marshland mansion."
893,The Tale of the Princess Kaguya,Animation Fantasy,"A tiny girl found in bamboo grows into a mysterious princess."
894,Ponyo,Animation Fantasy,"A fish-girl longs to become human after befriending a boy."
895,The Cat Returns,Animation Fantasy,"A girl saved by cats becomes entangled in their magical kingdom."
896,Naomi and Kanako: The Animated Story,Animation Drama,"Two friends take bold steps to change their troubled lives."

897,Dragon Ball Z: Battle of Gods,Anime Action,"Goku faces a god of destruction who threatens Earth."
898,Dragon Ball Z: Resurrection F,Anime Action,"Frieza returns from the afterlife seeking revenge on the Saiyans."
899,Dragon Ball Super: Super Hero,Anime Action,"New androids challenge Gohan and the Dragon Team."
900,One Piece Film Strong World,Anime Adventure,"The Straw Hats battle a legendary pirate ruling a floating island."
901,One Piece Film Z,Anime Action,"A former admiral threatens the new age of pirates."
902,One Piece Film Gold,Anime Adventure,"The crew faces a corrupt ruler inside a giant casino ship."
903,One Piece Film Red,Anime Musical,"A famous singer's concert reveals dangerous secrets about the world."
904,Naruto the Movie: Ninja Clash in the Land of Snow,Anime Action,"Naruto protects an actress targeted by rogue ninja."
905,Naruto Shippuden the Movie,Anime Action,"Naruto must stop a demon revival that predicts his own death."
906,Naruto Shippuden: The Movie Bonds,Anime Action,"Naruto and Sasuke reunite to fight a mysterious air ninja clan."
907,Naruto Shippuden: The Will of Fire,Anime Action,"A conspiracy threatens to spark a global ninja conflict."
908,Naruto Shippuden: The Lost Tower,Anime Fantasy,"Naruto travels back in time during a strange mission."
909,Naruto Shippuden: Blood Prison,Anime Action,"Naruto is framed and imprisoned in a deadly ninja jail."
910,The Last: Naruto the Movie,Anime Romance,"Naruto must save Hinata and prevent the moon from crashing to Earth."
911,Boruto: Naruto the Movie,Anime Action,"Naruto's son struggles with his legacy during a major exam."
912,My Hero Academia: Heroes Rising,Anime Action,"Class 1-A defends a remote island from a powerful villain."
913,My Hero Academia: World Heroes Mission,Anime Action,"Deku and friends race to stop a global destruction plot."
914,Sword Art Online: Ordinal Scale,Anime Sci-Fi,"An augmented reality game becomes deadly for its players."
915,Fate/stay night Heaven's Feel I: Presage Flower,Anime Fantasy,"A darker Holy Grail War reveals hidden secrets."
916,Fate/stay night Heaven's Feel II: Lost Butterfly,Anime Fantasy,"Sakura's inner darkness and the war escalate brutally."
917,Fate/stay night Heaven's Feel III: Spring Song,Anime Fantasy,"The final battle decides the fates of masters and servants."
918,Violet Evergarden the Movie,Anime Drama,"Violet writes letters while confronting her past and lost love."
919,Josee the Tiger and the Fish,Anime Romance,"A college student cares for a disabled girl chasing her dreams."
920,Belle,Anime Fantasy,"A shy girl becomes a famous singer in a vast virtual world."
921,Promare,Anime Action,"Firefighting mechs battle mutants who can control flame."
922,Lupin III: The First,Anime Adventure,"The gentleman thief hunts a diary tied to a lost civilization."
923,Detective Conan: The Fist of Blue Sapphire,Anime Mystery,"Conan investigates a jewel case set in Singapore."
924,Dragon Quest: Your Story,Anime Fantasy,"A retelling of a classic RPG tale with a surprising twist."
925,Ni no Kuni,Anime Fantasy,"Teens travel between worlds to protect a princess they care about."
926,Made in Abyss: Dawn of the Deep Soul,Anime Dark Fantasy,"Explorers descend into a deadly layer of the Abyss."
927,Black Fox,Anime Action,"A young ninja vows revenge after her family is attacked."
928,Weathering With You (Extended),Anime Fantasy,"A boy meets a girl who can control sunlight amid constant rain."
929,Your Name (Extended),Anime Romance,"An extended cut of two teens mysteriously swapping bodies."
930,A Silent Voice (Extended),Anime Drama,"An enhanced version exploring bullying, guilt, and forgiveness."
931,Haikyu!! The Dumpster Battle,Anime Sports,"High school volleyball rivals meet in a heated, emotional match."

932,The Secret of Kells,Animation Fantasy,"A boy helps finish a magical book that protects his village."
933,Song of the Sea,Animation Fantasy,"Two siblings discover their connection to selkie legends."
934,The Breadwinner,Animation Drama,"A girl in Kabul disguises herself as a boy to support her family."
935,Klaus (Alt Cut),Animation Family,"A different edit of the postman who sparks a new holiday tradition."
936,Wolfwalkers,Animation Fantasy,"A girl befriends a mysterious wolf-girl in a bewitched forest."
937,Coraline (3D Edition),Animation Dark Fantasy,"A curious girl enters an eerie other world that mimics her own."
938,ParaNorman,Animation Horror Comedy,"A boy who sees ghosts must stop a centuries-old curse."
939,The Boxtrolls,Animation Family,"An orphan boy raised by underground creatures uncovers a sinister plot."
940,Kubo and the Two Strings,Animation Fantasy,"A boy with a magical shamisen battles spirits and monsters."
941,Frankenweenie,Animation Family,"A boy brings his dog back to life with spooky consequences."
942,9,Animation Sci-Fi,"Small stitched beings fight for survival in a ruined world."
943,Arthur Christmas,Animation Family,"Santa's clumsy son races to deliver one forgotten present."
944,Shaun the Sheep Movie,Animation Comedy,"A sheep travels to the city to rescue his amnesiac farmer."
945,Farmageddon: A Shaun the Sheep Movie,Animation Comedy,"An alien crash-lands near the farm and causes chaos."
946,Chicken Run,Animation Comedy,"Chickens plot a daring escape from a pie-making farm."
947,Chicken Run: Dawn of the Nugget,Animation Comedy,"The flock returns for another risky mission to save chicks."
948,Wallace & Gromit: The Curse of the Were-Rabbit,Animation Comedy,"Vegetable-loving villagers fear a monstrous rabbit."
949,Tom and Jerry: The Movie,Animation Family,"The iconic cat and mouse reluctantly team up to help a girl."
950,The Secret Life of Pets Mini-Movies,Animation Comedy,"Short adventures show what pets do when humans aren't watching."
951,Ice Age: A Mammoth Christmas,Animation Short,"The herd scrambles to stay on Santa's nice list."
952,Olaf's Frozen Adventure,Animation Short,"Olaf searches for holiday traditions for Anna and Elsa."
953,Toy Story of Terror!,Animation Short,"The toys face mysterious disappearances during a spooky overnight stay."
954,Minions & More Volume 1,Animation Short,"A collection of short films featuring the mischievous Minions."
955,Minions & More Volume 2,Animation Short,"Additional mini-stories starring Minions and their friends."
956,The Little Prince (2015),Animation Fantasy,"A girl discovers the story of a boy who lives on an asteroid."

957,The Chronicles of Narnia: Prince Caspian,Fantasy Adventure,"The Pevensies return to help a prince reclaim his stolen throne."
958,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fantasy Adventure,"A sea voyage leads to enchanted islands and spiritual tests."
959,Spy Kids,Family Action,"Children of secret agents become spies themselves to save their parents."
960,Spy Kids 2: The Island of Lost Dreams,Family Adventure,"The kids explore a strange island full of odd creatures."
961,Spy Kids 3D: Game Over,Family Sci-Fi,"A virtual reality game traps players inside a dangerous world."
962,Spy Kids: All the Time in the World,Family Comedy,"A new generation of spy kids battles a villain who controls time."
963,Diary of a Wimpy Kid,Family Comedy,"Greg Heffley navigates the awkwardness of middle school."
964,Diary of a Wimpy Kid: Rodrick Rules,Family Comedy,"Greg deals with his mischievous older brother and school drama."
965,Diary of a Wimpy Kid: Dog Days,Family Comedy,"Summer vacation becomes a string of mishaps and misunderstandings."
966,Diary of a Wimpy Kid: The Long Haul,Family Comedy,"A family road trip goes wildly off course."
967,Alvin and the Chipmunks,Family Comedy,"Three singing chipmunks become overnight musical stars."
968,Alvin and the Chipmunks: The Squeakquel,Family Comedy,"The Chipettes challenge the boys in a school music competition."
969,Alvin and the Chipmunks: Chipwrecked,Family Adventure,"A cruise goes wrong, stranding the group on an island."
970,Alvin and the Chipmunks: The Road Chip,Family Comedy,"A misunderstanding sends the gang on a chaotic road trip."
971,Nanny McPhee,Family Fantasy,"A magical nanny uses unusual methods to tame misbehaving children."
972,Nanny McPhee and the Big Bang,Family Fantasy,"Nanny helps a family manage a farm during wartime."
973,The Parent Trap (1998),Family Comedy,"Separated twins reunite and plot to bring their parents back together."
974,Matilda,Family Fantasy,"A gifted girl uses her powers to stand up to cruel adults."
